,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
942,Maruti Baleno Alpha Diesel,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,6500.0
3097,Maruti Wagon R LXI CNG,2012,92000,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5.0,3000.0
4041,Ford Ecosport 1.5 Ti VCT MT Titanium,2017,27000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,8300.0
2772,Hyundai Verna 1.6 SX VTVT (O),2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,4200.0
299,Audi A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,26780.0
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,17500.0
134,Mercedes-Benz SLC 43 AMG,2017,13372,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2.0,54000.0
1408,BMW 5 Series 523i Sedan,2010,69300,Petrol,Automatic,Second,10.8 kmpl,2497 CC,150 bhp,5.0,12500.0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,480000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,13000.0
4910,Volkswagen Vento Diesel Highline,2013,75000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,4500.0
989,Volvo XC60 D5,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5.0,13800.0
5658,Ford Ikon 1.3 Flair,2006,85000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,690.0
2318,Mahindra XUV500 W8 2WD,2014,55000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,9800.0
5669,Hyundai Verna SX CRDi AT,2014,65000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,8990.0
286,Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,3110.0
4124,Honda City V MT,2013,100000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,6250.0
1591,Skoda Rapid 1.6 MPI Elegance Black Package,2015,19600,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,6150.0
4234,Mercedes-Benz M-Class ML 350 4Matic,2012,63000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,26000.0
3574,Mercedes-Benz GLA Class 200 CDI,2014,52000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,19500.0
3961,Honda Jazz 1.5 SV i DTEC,2016,44345,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,6100.0
544,Mercedes-Benz New C-Class Progressive C 200,2019,13190,Petrol,Automatic,First,0.0 kmpl,1950 CC,181.43 bhp,5.0,38990.0
527,Fiat Linea T Jet,2013,60283,Petrol,Manual,First,14.6 kmpl,1368 CC,112 bhp,5.0,2980.0
4076,Hyundai i20 1.2 Sportz Option,2016,69681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,6130.0
2960,Volkswagen Polo Diesel Comfortline 1.2L,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,4250.0
2070,Maruti Alto K10 2010-2014 VXI,2012,69000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2100.0
3728,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,18250.0
3708,Hyundai Creta 1.6 CRDi AT SX Plus,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,14500.0
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,2011,47000,Petrol,Automatic,Second,13.9 kmpl,1799 CC,130.3 bhp,5.0,4500.0
3641,Renault KWID RXT,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3500.0
3275,Mahindra XUV500 W8 2WD,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179 CC,140 bhp,7.0,6700.0
5054,Maruti Celerio ZDi,2015,42150,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5.0,3600.0
1727,Chevrolet Aveo U-VA 1.2 LS,2007,59000,Petrol,Manual,Third,15.26 kmpl,1150 CC,74.9 bhp,5.0,990.0
5894,Hyundai Creta 1.6 SX,2018,9900,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,13200.0
2467,Maruti SX4 S Cross DDiS 320 Zeta,2016,41000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,7700.0
3282,Renault KWID RXT,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3400.0
423,Audi A6 35 TFSI Matrix,2016,47000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,24500.0
2200,Maruti Wagon R VXI,2010,38000,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5.0,1750.0
3500,BMW 5 Series 520d Luxury Line,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,21260.0
1586,Hyundai EON Era,2013,65060,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3320.0
364,Maruti Zen LX,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,650.0
1765,Maruti Ritz LDi,2011,79232,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,2900.0
4630,Land Rover Freelander 2 HSE,2011,82000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,13900.0
3463,Volkswagen Polo Petrol Comfortline 1.2L,2016,26981,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,6160.0
5505,Maruti Swift VDI,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5.0,5250.0
3868,Hyundai EON Magna,2014,47000,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,2650.0
5367,Honda City 1.5 S MT,2009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1990.0
2653,Honda Amaze S i-DTEC,2015,60207,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5500.0
2472,Maruti Baleno Zeta Automatic,2018,38852,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8470.0
73,Nissan Terrano XV D Pre,2015,56066,Diesel,Manual,First,19.64 kmpl,1461 CC,108.5 bhp,5.0,6920.0
2041,Mahindra Bolero SLE,2012,75000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,4300.0
5404,BMW 5 Series 2003-2012 520d,2010,170000,Diesel,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,5.0,12000.0
2755,Honda Brio S Option MT,2013,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,3740.0
2990,Maruti Ertiga VDI,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,9250.0
1779,Mahindra XUV500 W8 2WD,2014,70963,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7830.0
5495,Hyundai Creta 1.6 CRDi AT SX Plus,2015,26000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,12650.0
1972,Toyota Fortuner 3.0 Diesel,2011,190000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,13000.0
3118,Maruti Ritz VDi,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,2800.0
5251,BMW 3 Series 320d Highline,2008,66000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,7250.0
2656,Maruti Wagon R VXI,2002,93000,Petrol,Manual,Third,18.9 kmpl,998 CC,67.1 bhp,5.0,1000.0
2489,Hyundai i20 2015-2017 1.2 Asta,2010,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,2750.0
5074,Hyundai Sonata 2.4 GDI,2013,45000,Petrol,Manual,First,11.7 kmpl,2359 CC,134 bhp,5.0,7900.0
2968,Honda Brio S Option MT,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,2300.0
5514,Volkswagen Vento 1.5 TDI Highline,2015,52123,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,7500.0
3971,Hyundai i20 Asta,2011,24000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4250.0
4595,Audi Q3 35 TDI Quattro Premium Plus,2017,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,31930.0
1205,Honda CR-V 2.0L 2WD MT,2014,24000,Petrol,Manual,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,11510.0
1863,BMW 5 Series 2013-2017 520d Luxury Line,2017,19543,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,40500.0
180,Skoda Superb Elegance 1.8 TSI AT,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,6890.0
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,14760.0
1115,Toyota Etios VD,2012,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,5250.0
334,Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,2550.0
4492,Maruti Alto 800 LXI,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,2750.0
2679,Honda Mobilio E i VTEC,2014,23000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,4250.0
2546,Maruti Ritz VXi,2012,68000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,4400.0
4878,Hyundai i20 Sportz 1.2,2016,16725,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6790.0
2617,Maruti Swift Dzire ZXi,2012,55002,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,4250.0
4997,Force One LX 4x4,2014,50000,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7.0,12000.0
261,Hyundai Verna CRDi 1.6 SX,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,2600.0
1529,Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5.0,6690.0
4786,Ford Figo Diesel ZXI,2011,30000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,3200.0
781,Ford Figo Diesel EXI,2014,74980,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,4080.0
3386,Renault Duster 110PS Diesel RxL,2014,58002,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,5750.0
1869,Skoda Rapid 1.6 MPI Elegance,2014,56000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,7000.0
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,3480.0
326,BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,49000.0
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,68000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,9850.0
5309,Chevrolet Aveo U-VA 1.2 LT,2009,75000,Petrol,Manual,Second,14.7 kmpl,1150 CC,76 bhp,5.0,1000.0
4732,Honda Brio VX AT,2016,32198,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,5100.0
5611,Maruti Wagon R LX BSII,2006,86000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,1000.0
1297,Fiat Linea Emotion (Diesel),2010,145000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5.0,2600.0
5948,Skoda Laura L and K AT,2007,91000,Diesel,Automatic,Second,15.6 kmpl,1896 CC,106 bhp,5.0,2450.0
1474,Maruti Baleno Zeta 1.2,2019,17705,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8700.0
4678,Hyundai Verna 1.4 EX,2013,79000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,6500.0
506,Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,137000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,18500.0
5660,Honda City 1.5 V MT Sunroof,2014,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,6490.0
4527,Mercedes-Benz GLE 350d,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,65000.0
4025,Maruti Swift Ldi BSIII,2010,84072,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,3450.0
5496,Hyundai Grand i10 Magna,2016,22129,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4250.0
3114,Maruti Ertiga Paseo VDI,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7.0,6750.0
350,Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,2900.0
470,Maruti Ciaz 1.3 S,2017,25142,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,8260.0
4896,Honda Brio V MT,2012,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3250.0
5328,BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,29500.0
805,Hyundai Verna 1.6 SX VTVT,2014,67000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,5600.0
5093,Hyundai Verna 1.6 CRDi S,2015,85000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,6300.0
3226,Nissan Micra XV D,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,5.0,2500.0
3013,Maruti Celerio VXI AT,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,3490.0
657,Honda BRV i-VTEC V CVT,2017,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,9250.0
3577,Hyundai Elantra CRDi SX AT,2013,71000,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,6800.0
3814,Jaguar XF 3.0 Litre S Premium Luxury,2014,30900,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,29500.0
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,2006,89869,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8.0,3250.0
3680,Skoda Superb 1.8 TSI MT,2011,54895,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5.0,7500.0
1954,Audi A3 35 TDI Technology,2017,22000,Diesel,Automatic,Second,20.38 kmpl,1968 CC,143 bhp,5.0,22500.0
2650,Hyundai Creta 1.6 CRDi SX,2017,27000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,12900.0
6017,Maruti Wagon R VXI,2013,46000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2650.0
864,Jaguar XF 2.2 Litre Luxury,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,32800.0
20,BMW 3 Series 320d,2014,32982,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,18550.0
4922,Audi A4 New 2.0 TDI Multitronic,2008,17000,Diesel,Automatic,First,15.2 kmpl,1968 CC,140.8 bhp,5.0,9750.0
5717,Maruti Wagon R LXI BS IV,2015,36428,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3100.0
3276,Maruti Alto LXi,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1500.0
341,Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,2800.0
4863,Hyundai Santro D Lite,2001,140000,Petrol,Manual,Third,20.3 kmpl,1086 CC,68 bhp,5.0,700.0
2691,Hyundai Verna 1.6 SX CRDI (O) AT,2014,48000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,5100.0
4957,Tata Indica V2 DLE BSIII,2011,96000,Diesel,Manual,Second,17.88 kmpl,1396 CC,52.8 bhp,5.0,910.0
3333,Hyundai i10 Asta 1.2 AT with Sunroof,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,4000.0
4448,Honda City 1.5 S MT,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3100.0
1218,Maruti Wagon R LXI CNG,2015,70000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5.0,3650.0
563,BMW 3 Series 320d Luxury Line,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,25500.0
4131,Toyota Fortuner 2.8 2WD MT,2019,56251,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,35820.0
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,8250.0
4455,Fiat Avventura MULTIJET Emotion,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,6500.0
4830,Maruti Esteem Vxi,2004,95000,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5.0,800.0
4640,Honda Amaze VX i-DTEC,2013,75348,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,3750.0
151,Maruti Swift VDI,2016,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,6250.0
2140,Maruti Ertiga SHVS VDI,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,8100.0
2788,Hyundai Grand i10 1.2 Kappa Sportz,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6070.0
5711,Hyundai Grand i10 CRDi Sportz,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5500.0
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,13500.0
103,Audi A4 3.0 TDI Quattro Premium,2010,30000,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5.0,9800.0
4559,Audi Q7 4.2 TDI Quattro Technology,2010,73000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,17510.0
4084,Hyundai i20 Sportz 1.4 CRDi,2016,74000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,6500.0
1422,Chevrolet Beat LT,2014,54890,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,5.0,2450.0
734,Maruti Swift VDI BSIV,2012,52241,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,2900.0
1345,Maruti Baleno Vxi,2005,70000,Petrol,Manual,First,0.0 kmpl,1590 CC,null bhp,5.0,1300.0
1444,Nissan Micra Active XL Petrol,2016,49389,Petrol,Manual,First,19.49 kmpl,1198 CC,67.04 bhp,5.0,4260.0
648,Tata Indica DLS,2009,82000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5.0,750.0
2013,Hyundai Grand i10 1.2 Kappa Magna AT,2018,5354,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6760.0
4909,Chevrolet Optra Magnum 1.6 LS Petrol,2007,118000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,1350.0
2085,Honda CR-V 2.4 AT,2008,82167,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5.0,5400.0
1988,Land Rover Freelander 2 SE,2012,34000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,19250.0
4295,Hyundai i10 Magna 1.1L,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,1900.0
5492,Tata Indigo LX,2012,50123,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,1900.0
1834,Nissan Evalia 2013 XL,2013,166194,Diesel,Manual,First,19.3 kmpl,1461 CC,84.8 bhp,7.0,3900.0
2583,Maruti Swift Dzire VDi,2015,35000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,4750.0
534,Hyundai Santa Fe 4X4,2013,65278,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,8360.0
4833,Mercedes-Benz E-Class 280 CDI,2005,131000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,10000.0
1830,Mercedes-Benz GLE 350d,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,64870.00000000001
5323,Ford Endeavour 3.2 Titanium AT 4X4,2017,17000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,31000.0
1404,Volkswagen Polo Diesel Highline 1.2L,2012,35175,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,2590.0
1853,Hyundai i10 Sportz,2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3250.0
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,8000.0
4123,Maruti Alto LXi BSIII,2009,85000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,1800.0
4433,Volkswagen Polo Petrol Trendline 1.2L,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,3600.0
1109,Hyundai Verna 1.6 SX VTVT,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,6450.0
1367,Honda City i VTEC CVT VX,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,9100.0
3768,Hyundai i20 2015-2017 1.2 Magna,2012,39000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,2750.0
742,Maruti Celerio VXI AMT,2014,35214,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,3200.0
4424,Skoda Laura Ambiente 2.0 TDI CR MT,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,3650.0
1338,Hyundai Xcent 1.2 Kappa SX,2016,10200,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,4990.0
1062,Hyundai i10 Era 1.1,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,2200.0
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,42939,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,12490.0
4068,Maruti Swift VXI BSIV,2008,69000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,2150.0
3074,Maruti Swift VDI,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,4900.0
2655,Ford Figo Petrol Titanium,2010,42000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,2400.0
184,Volkswagen Polo Diesel Highline 1.2L,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,4200.0
5163,Maruti Swift VDI BSIV,2014,89000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,5850.0
2201,Mercedes-Benz E-Class E270 CDI,2005,54000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,10000.0
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),2017,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,7400.0
653,Toyota Fortuner 4x2 4 Speed AT,2015,94000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,20500.0
737,Hyundai Accent GLS,2008,72000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,2000.0
1319,Fiat Petra 1.2 EL,2005,120000,Petrol,Manual,Second,15.5 kmpl,1242 CC,null bhp,5.0,850.0
793,Hyundai Verna 1.6 SX,2011,98000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,5200.0
3586,Maruti Eeco 5 STR With AC Plus HTR CNG,2013,52000,CNG,Manual,Second,15.1 km/kg,1196 CC,73 bhp,5.0,2600.0
4911,Honda City V MT,2012,69000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,4900.0
3204,Maruti Ertiga VDI,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,6910.0
2388,Hyundai i20 1.2 Sportz,2013,40000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4900.0
916,Maruti Swift Dzire VDi,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,3650.0
3900,Maruti Ertiga LXI,2012,28002,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,5750.0
770,Chevrolet Cruze LTZ AT,2011,60000,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4.0,3800.0
3385,Volkswagen Polo 1.2 MPI Highline,2018,22734,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,7530.0
1059,Hyundai Santro Xing GL,2010,58163,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,2450.0
3787,Hyundai Verna 1.6 CRDI SX Option,2019,30529,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,14280.0
168,BMW X5 xDrive 30d,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5.0,45000.0
3153,Maruti Swift Dzire VXI,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,6690.0
1763,Chevrolet Cruze LTZ,2011,65000,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,5.0,4550.0
2236,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,58000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,18500.0
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,77000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,12500.0
2107,Toyota Etios GD,2015,116000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.05 bhp,5.0,5800.0
5764,Maruti Alto K10 2010-2014 VXI,2011,78000,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5.0,2300.0
2714,Hyundai i20 Active 1.2 SX Dual Tone,2016,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,7250.0
2400,Honda Jazz V CVT,2015,33000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,7250.0
